name,coord_num,phi,pore.diameter,throat.diameter,euler
6247.npy,2.3252032520325203,0.19135522842407227,1.0469335197509793e-05,1.7148475527138143e-05,24
16216.npy,2.6132404181184667,0.22528839111328125,1.0224320441653666e-05,1.609007775449753e-05,-9
3217.npy,2.8857142857142857,0.27621030807495117,1.1583921553937596e-05,1.7325077933840236e-05,-61
12975.npy,2.4820143884892087,0.30048036575317383,1.0440207117182581e-05,1.878555694870327e-05,13
8801.npy,1.970909090909091,0.14740800857543945,9.111659649383343e-06,1.4957326637202963e-05,59
21194.npy,2.2489626556016598,0.19452762603759766,9.802416000726776e-06,1.6677898656398173e-05,36
19429.npy,2.430188679245283,0.20575523376464844,1.0458391720938095e-05,1.71177223648714e-05,-2
22318.npy,2.4652777777777777,0.21160888671875,1.0175792753157143e-05,1.641926396380008e-05,9
17687.npy,2.4057971014492754,0.20367050170898438,9.842038956853758e-06,1.672533926475479e-05,4
10990.npy,2.3333333333333335,0.19884061813354492,1.0509638495050192e-05,1.688830665387343e-05,23
7695.npy,2.4765625,0.22336578369140625,1.019900770084545e-05,1.7402378586564534e-05,22
5153.npy,2.401315789473684,0.2334733009338379,9.510023875581383e-06,1.6095170500507096e-05,5
1123.npy,2.4679245283018867,0.20353984832763672,1.012822575468365e-05,1.649654184022081e-05,1
22394.npy,2.5217391304347827,0.23171377182006836,1.0043514992554513e-05,1.5177028754187517e-05,-59
12059.npy,2.1848739495798317,0.15525341033935547,9.747465230370431e-06,1.4834079129420795e-05,5
11545.npy,2.6215139442231075,0.2761983871459961,1.1432401185327938e-05,1.89332488090434e-05,-2
15590.npy,2.4414414414414414,0.18683242797851562,1.0751154517162531e-05,1.6377818193162943e-05,23
3618.npy,2.4594594594594597,0.23734664916992188,1.0946606247281986e-05,1.759253924037074e-05,32
11599.npy,2.211320754716981,0.1775646209716797,1.0043936935222854e-05,1.5650841874474143e-05,30
12487.npy,2.5338078291814945,0.25463008880615234,1.0358224280309044e-05,1.6658469508035798e-05,-12
4131.npy,2.459016393442623,0.22705602645874023,1.0846526117808964e-05,1.6347286625504494e-05,8
4398.npy,2.525096525096525,0.2439885139465332,1.0903326594211096e-05,1.7459749876906016e-05,30
22584.npy,2.3802281368821294,0.24013233184814453,1.0580859289133092e-05,1.9922790406801452e-05,18
20404.npy,2.209205020920502,0.19974088668823242,1.0080035482701838e-05,1.688293286887082e-05,27
9093.npy,2.44043321299639,0.22449779510498047,1.0107555119190504e-05,1.687841512977019e-05,14
19120.npy,2.5789473684210527,0.20444583892822266,9.92572033177013e-06,1.5285787065570453e-05,-13
5547.npy,2.3831417624521074,0.22157955169677734,1.0433676848511288e-05,1.7310485152952926e-05,16
12985.npy,2.4198473282442747,0.21686887741088867,1.0314886448802259e-05,1.6792382132555784e-05,-6
20691.npy,2.4483985765124556,0.2473740577697754,9.772837198639101e-06,1.5731833711786327e-05,-69
5094.npy,2.2625482625482625,0.19130468368530273,9.92646497716901e-06,1.706396655194182e-05,35
4969.npy,2.310077519379845,0.1945195198059082,1.0209506710727646e-05,1.551596443385086e-05,43
11479.npy,2.393822393822394,0.21321439743041992,9.961230375929445e-06,1.69317443086255e-05,13
18946.npy,2.138996138996139,0.18265151977539062,1.0106938889640235e-05,1.4829111229641774e-05,45
21921.npy,2.5073170731707317,0.18306446075439453,1.0908779988339929e-05,1.5834482376445595e-05,-12
8755.npy,2.484581497797357,0.19400882720947266,1.0910002665390738e-05,1.6463137237315484e-05,10
18559.npy,2.3295880149812733,0.2081437110900879,1.0424593503113189e-05,1.7611415512308813e-05,30
18103.npy,2.077821011673152,0.18329286575317383,9.679816317923065e-06,1.6673365134201694e-05,56
23033.npy,2.469798657718121,0.21762371063232422,9.841671451634098e-06,1.4340964709611044e-05,-24
23051.npy,2.43609022556391,0.24463748931884766,1.0816739383304578e-05,1.688725946678056e-05,-12
6109.npy,2.556390977443609,0.25034046173095703,1.05039971547778e-05,1.8382143368440517e-05,-21
14399.npy,2.3555555555555556,0.19928216934204102,9.943202378541782e-06,1.60814047124026e-05,-7
8795.npy,2.710526315789474,0.26241493225097656,1.0460940338291091e-05,1.711509221879024e-05,-45
121.npy,2.3284671532846715,0.2052454948425293,1.0352952262438957e-05,1.770662097179778e-05,3
22607.npy,2.208,0.18108081817626953,9.633626157779666e-06,1.6042044087596563e-05,22
13607.npy,2.639455782312925,0.2362656593322754,1.016688841661476e-05,1.593065685341039e-05,-1
18213.npy,2.404580152671756,0.20232105255126953,1.0390299948384475e-05,1.7175834805624826e-05,15
12894.npy,2.216666666666667,0.17831993103027344,9.984761238584856e-06,1.7048365267371773e-05,42
12597.npy,2.216666666666667,0.19846773147583008,1.0688727480190352e-05,1.671855556718389e-05,49
5603.npy,2.442105263157895,0.2541818618774414,1.0192163332062995e-05,1.8176205501474182e-05,37
1282.npy,2.456140350877193,0.22712993621826172,1.058525661833236e-05,1.7061707870619636e-05,11
21554.npy,2.4015151515151514,0.2226123809814453,1.0391981194711832e-05,1.672193686067118e-05,15
13784.npy,2.6666666666666665,0.26305055618286133,1.0993179097146984e-05,1.8116887453198433e-05,-21
19179.npy,2.367816091954023,0.18916082382202148,1.0083210585144793e-05,1.6587733181934912e-05,-7
17690.npy,2.3858267716535435,0.18883180618286133,1.019699272451134e-05,1.6622146676082424e-05,20
11863.npy,2.2519083969465647,0.18415546417236328,1.031020434209331e-05,1.7429396257360104e-05,52
16708.npy,2.752688172043011,0.2793693542480469,1.0321025149358568e-05,1.653721913835034e-05,-36
1030.npy,2.227450980392157,0.20128822326660156,1.0177363608347056e-05,1.6305405394711965e-05,62
18335.npy,2.338345864661654,0.22468900680541992,1.0356330135149602e-05,1.667085896925911e-05,13
13240.npy,2.411290322580645,0.2193760871887207,1.0567698360527702e-05,1.5894290840546027e-05,6
626.npy,2.5842696629213484,0.24065637588500977,1.1128982198438395e-05,1.760616379768952e-05,8
917.npy,2.206611570247934,0.1799764633178711,1.0207891757838397e-05,1.6223124944092186e-05,45
22915.npy,2.6305732484076434,0.2728910446166992,1.0105131830096753e-05,1.7298118991655528e-05,-31
14388.npy,2.3562753036437245,0.19034528732299805,9.64685455303935e-06,1.6031535348326893e-05,0
9440.npy,2.4534412955465585,0.24570322036743164,1.1082738107424532e-05,1.9393299593783842e-05,-5
22113.npy,2.64,0.2637443542480469,1.0333071938622998e-05,1.7549557450142776e-05,4
2909.npy,2.3059701492537314,0.1994643211364746,1.01405670352193e-05,1.6974002074269417e-05,24
5862.npy,2.2014388489208634,0.18296480178833008,9.690786540227712e-06,1.499259045369485e-05,23
23017.npy,2.565891472868217,0.2504725456237793,1.066917132799668e-05,1.9556199959757825e-05,17
17696.npy,2.3793103448275863,0.1945343017578125,9.903613015336551e-06,1.5123568259114808e-05,-20
10122.npy,2.401639344262295,0.18866348266601562,1.008644046946909e-05,1.6282102483124456e-05,9
5235.npy,2.598360655737705,0.25544023513793945,1.0668964721834743e-05,1.7651856248687117e-05,-4
333.npy,2.2578125,0.21142959594726562,1.0154458659618672e-05,1.681218149732141e-05,40
7398.npy,2.4269662921348316,0.21593952178955078,1.0686910797473102e-05,1.781657651729054e-05,-7
20981.npy,2.2393822393822393,0.1633763313293457,9.460164341289647e-06,1.545728370999468e-05,46
11859.npy,2.407843137254902,0.2070908546447754,1.056812948027582e-05,1.7217159713130045e-05,11
10312.npy,2.378787878787879,0.2101736068725586,9.965464505499357e-06,1.7381171492254657e-05,-6
17504.npy,2.332179930795848,0.2173304557800293,1.0307537931556653e-05,1.756047087058823e-05,15
59.npy,2.3777777777777778,0.1886277198791504,1.0030637276325625e-05,1.553124950255189e-05,29
19710.npy,2.5864661654135337,0.24530029296875,1.0571367222365518e-05,1.7213273297388886e-05,0
8696.npy,2.292887029288703,0.22031497955322266,1.0584133502080085e-05,1.790416750290098e-05,12
21872.npy,2.1023255813953488,0.15950679779052734,1.0171414813146875e-05,1.725574173204667e-05,32
20749.npy,2.4377104377104377,0.22423219680786133,9.580660307815864e-06,1.500359481754224e-05,-51
16897.npy,2.256198347107438,0.1954479217529297,1.0005271031799438e-05,1.6750438075799212e-05,5
5431.npy,2.3854545454545453,0.22588634490966797,1.019889140823618e-05,1.6247502233378772e-05,23
9732.npy,2.097560975609756,0.1747746467590332,9.740391670304056e-06,1.6439651823321057e-05,45
7821.npy,2.4192439862542954,0.2236618995666504,1.0055954918654181e-05,1.7367439478297126e-05,14
19371.npy,2.3294117647058825,0.1944718360900879,1.0224503351145518e-05,1.621225959785057e-05,-9
14498.npy,2.324786324786325,0.19138431549072266,1.1044445302925338e-05,1.8344241349355265e-05,55
1296.npy,2.3896103896103895,0.23238420486450195,9.984043282459747e-06,1.625237479222858e-05,24
5396.npy,2.0549019607843135,0.177276611328125,9.795517897497706e-06,1.640490925039044e-05,43
19782.npy,2.607142857142857,0.2190237045288086,1.0151343612246446e-05,1.5794300757368952e-05,-11
8277.npy,2.3432343234323434,0.19048547744750977,9.431250138686435e-06,1.5250241885722525e-05,-9
6396.npy,2.6885245901639343,0.269162654876709,1.0149066072460598e-05,1.6076472609217576e-05,-63
7715.npy,2.5247148288973382,0.2443389892578125,1.0748939063149982e-05,1.721248653207917e-05,15
4533.npy,2.54014598540146,0.2508111000061035,1.049278070555023e-05,1.705225270369957e-05,-17
4834.npy,2.6810035842293907,0.29334211349487305,1.0749179798004776e-05,1.76413409271661e-05,-46
14853.npy,2.2815884476534296,0.2070770263671875,1.0141618107184468e-05,1.5730098051549515e-05,29
23796.npy,2.6153846153846154,0.22319412231445312,1.0278769242154943e-05,1.5742285146432768e-05,-7
21569.npy,2.708171206225681,0.2152104377746582,1.0787219927122912e-05,1.6485364677577184e-05,18
22776.npy,2.4663677130044843,0.2437152862548828,1.0924527554128655e-05,1.7483070268847725e-05,6
14965.npy,2.4395604395604398,0.21922826766967773,9.927937679974077e-06,1.5689272128246927e-05,-1
19195.npy,2.1068702290076335,0.20090770721435547,9.88379545383519e-06,1.6657387317522713e-05,22
22437.npy,2.6130268199233715,0.2293701171875,1.0898400786808334e-05,1.6930330186994895e-05,-1
16476.npy,2.5422535211267605,0.2266082763671875,9.923682675958537e-06,1.6085887652685106e-05,2
15557.npy,2.4203389830508475,0.24582815170288086,1.0249200644466095e-05,1.764526581113078e-05,13
4025.npy,2.7459807073954985,0.25864267349243164,1.0361216151232112e-05,1.7350053992288174e-05,-26
15332.npy,2.251968503937008,0.17889881134033203,9.813149445564885e-06,1.4776987955286786e-05,-5
20392.npy,2.6339622641509433,0.28717517852783203,1.1210571313399182e-05,1.8907267064283093e-05,20
20103.npy,2.292682926829268,0.1618814468383789,9.820420519689809e-06,1.4969869772170455e-05,25
11383.npy,2.577777777777778,0.25342607498168945,1.1027937297078066e-05,1.7824929268709546e-05,7
12200.npy,2.648,0.2661442756652832,1.1491836263481908e-05,1.7583159559803068e-05,7
13437.npy,2.5523012552301254,0.223114013671875,1.0416460267323058e-05,1.6817514727545568e-05,0
13348.npy,2.268292682926829,0.17992544174194336,9.905198166032143e-06,1.5456898295110272e-05,14
23236.npy,2.519031141868512,0.2171154022216797,1.0152495660819938e-05,1.5493889312003997e-05,-28
23672.npy,2.6779661016949152,0.27895402908325195,1.2138714553650766e-05,2.022459201288374e-05,14
1880.npy,2.3440860215053765,0.22314023971557617,1.0662581715789178e-05,1.675686258952552e-05,21
12051.npy,2.396551724137931,0.21196365356445312,1.0826652604433266e-05,1.6252607378385047e-05,-4
3153.npy,2.2125984251968505,0.18771743774414062,1.0097684629928628e-05,1.6076133232311847e-05,6
23591.npy,2.5095057034220534,0.23158788681030273,1.029925825448304e-05,1.821970268921419e-05,10
3949.npy,2.2735849056603774,0.2340536117553711,1.062269120741485e-05,2.025423319359538e-05,29
9862.npy,2.4571428571428573,0.21448707580566406,9.598849349799145e-06,1.680128574943127e-05,12
643.npy,2.5693950177935942,0.25836801528930664,1.0166401933576088e-05,1.6334973905390317e-05,-10
22955.npy,2.6448979591836737,0.22617864608764648,1.0939145056593056e-05,1.662327571378814e-05,-34
17820.npy,2.5307692307692307,0.2661919593811035,1.1124291488110034e-05,1.771026634735177e-05,-4
18280.npy,2.4730290456431536,0.20159912109375,1.0656746361240323e-05,1.6251977831125262e-05,3
10241.npy,2.4249084249084247,0.21690034866333008,1.022650605101743e-05,1.7161304212048697e-05,15
16956.npy,2.406374501992032,0.2204113006591797,1.0688278927836647e-05,1.7684800289324578e-05,9
4224.npy,2.2290076335877864,0.1853623390197754,9.605177805208008e-06,1.6323708378288844e-05,36
15868.npy,2.691449814126394,0.2612910270690918,1.1025381237557997e-05,1.7522366462491496e-05,10
2842.npy,2.6202531645569622,0.25679540634155273,1.0509291313753557e-05,1.6476880679959835e-05,-23
3388.npy,2.358974358974359,0.21546363830566406,1.036088772508723e-05,1.6409262729357487e-05,-2
17289.npy,2.4244897959183676,0.1869678497314453,1.0189911869183095e-05,1.6134344449549014e-05,-10
16894.npy,2.261904761904762,0.17849493026733398,1.0175092426254572e-05,1.6239445740298223e-05,37
20436.npy,2.5390070921985815,0.23366451263427734,1.0329595209750027e-05,1.7629589492881765e-05,11
11597.npy,2.173228346456693,0.17560911178588867,9.914867722188909e-06,1.546285497300003e-05,31
18012.npy,2.5223880597014925,0.2622499465942383,1.1021214449597994e-05,1.7838133358391076e-05,-13
15116.npy,2.671641791044776,0.2584686279296875,1.1012687223856318e-05,1.813298889628336e-05,-15
1670.npy,2.3601532567049808,0.1890549659729004,9.815707713040931e-06,1.5522105860245694e-05,29
3421.npy,2.393822393822394,0.21559619903564453,1.0065541857936182e-05,1.6103370822821896e-05,-12
14197.npy,2.392156862745098,0.21520566940307617,1.0388407909228745e-05,1.832258581685238e-05,13
2323.npy,2.2857142857142856,0.1936802864074707,1.0967550094344664e-05,1.871189756691456e-05,-1
17811.npy,2.5,0.25096607208251953,1.0654536344030544e-05,1.7348057945861536e-05,20
19999.npy,2.4,0.19271278381347656,1.0432033027085506e-05,1.6930206494835708e-05,24
785.npy,2.5639344262295083,0.25484752655029297,1.0432150036995881e-05,1.6485828481671757e-05,-30
23304.npy,2.501930501930502,0.2332596778869629,1.0965145232196609e-05,1.8006548369924227e-05,2
108.npy,2.3823529411764706,0.20522117614746094,1.0235733892866808e-05,1.496708558499813e-05,24
9436.npy,2.1918819188191883,0.19335603713989258,9.525394013518142e-06,1.5814925092639345e-05,-4
15107.npy,2.273062730627306,0.18683433532714844,9.816884580711142e-06,1.669067974775643e-05,49
4255.npy,2.2444444444444445,0.19806766510009766,1.0022883127108289e-05,1.684052914558071e-05,31
14430.npy,2.0483870967741935,0.17942476272583008,9.614064809130113e-06,1.662878536474048e-05,56
20370.npy,2.4362139917695473,0.2156085968017578,1.0141330459889403e-05,1.6505973390630772e-05,7
1631.npy,2.6666666666666665,0.24927330017089844,1.1013374118665153e-05,1.6622789671296602e-05,-18
5980.npy,2.1440677966101696,0.14632940292358398,9.473909581210353e-06,1.6218921546172722e-05,44
16194.npy,2.072992700729927,0.16341161727905273,9.113521897933931e-06,1.5862127707877627e-05,38
4504.npy,2.576051779935275,0.2402782440185547,1.0119237788926529e-05,1.6293940900857726e-05,-27
10141.npy,2.6904761904761907,0.2233414649963379,1.091840895403538e-05,1.8059677669432313e-05,25
5434.npy,2.4223107569721116,0.2256946563720703,1.061711120846855e-05,1.603942652713311e-05,-8
3273.npy,2.292490118577075,0.2013859748840332,1.0490187265079548e-05,1.7697860047940553e-05,36
2475.npy,2.2804428044280445,0.196258544921875,9.774626329041086e-06,1.663448990953779e-05,9
12861.npy,1.969387755102041,0.10380077362060547,9.496185359618085e-06,1.5033781425631728e-05,61
21728.npy,2.3125,0.20886945724487305,1.0278966834591166e-05,1.537500692179074e-05,29
8627.npy,2.219409282700422,0.21250295639038086,9.772400558055827e-06,1.7694894722659324e-05,25
19952.npy,2.392156862745098,0.2035231590270996,9.972231820898734e-06,1.5934178338871628e-05,-14
4410.npy,2.4434782608695653,0.24686765670776367,1.1023430359623122e-05,1.770716739294792e-05,2
1385.npy,2.685483870967742,0.24867534637451172,1.0864824697227414e-05,1.814054076736038e-05,-4
632.npy,2.6188679245283017,0.21808719635009766,1.0343732676890316e-05,1.601108874539477e-05,-48
2215.npy,2.203921568627451,0.20267581939697266,9.765095366317044e-06,1.6761195463642106e-05,46
20538.npy,2.777027027027027,0.27625417709350586,1.14060247094845e-05,1.955144610935754e-05,-32
17803.npy,2.381679389312977,0.24634647369384766,1.0683259508537884e-05,1.8595519545559702e-05,17
3177.npy,2.6956521739130435,0.265230655670166,1.0437505231830637e-05,1.7416602499579677e-05,-36
5320.npy,2.3786008230452675,0.1934676170349121,1.0639944393058043e-05,1.772680964643155e-05,19
909.npy,2.5128205128205128,0.20511150360107422,1.0351515018444812e-05,1.5496445307926254e-05,9
21365.npy,2.387832699619772,0.21572446823120117,1.0165154889015554e-05,1.707187256482756e-05,26
2675.npy,2.369565217391304,0.23854827880859375,1.0542103566401164e-05,1.6030459365166657e-05,18
14516.npy,2.3488372093023258,0.17658233642578125,1.0155926541756849e-05,1.6222641394870116e-05,19
22514.npy,2.4748201438848922,0.22617578506469727,1.0466675113112283e-05,1.770136825636376e-05,-15
14074.npy,2.48,0.2195906639099121,1.0721851673499824e-05,1.6827454145178417e-05,1
186.npy,2.1350210970464136,0.16061162948608398,1.0114615403224314e-05,1.5743645125933788e-05,56
19570.npy,2.4591439688715955,0.22748088836669922,1.0323324711282193e-05,1.673995465851283e-05,-18
12532.npy,2.161943319838057,0.16257143020629883,9.966849609463988e-06,1.6295147889785554e-05,64
5877.npy,2.4367816091954024,0.20159530639648438,9.69552580190936e-06,1.5063056593233685e-05,20
11910.npy,2.247191011235955,0.17511367797851562,9.42855861887391e-06,1.5852319132089617e-05,32
8489.npy,2.408536585365854,0.2266831398010254,9.929449198713964e-06,1.5901316080063208e-05,-1
22129.npy,2.3636363636363638,0.21543312072753906,9.737746498944855e-06,1.708609400610247e-05,16
11226.npy,2.643410852713178,0.23720073699951172,1.0213335837787196e-05,1.7469141664218342e-05,-67
14038.npy,2.4315352697095434,0.20726966857910156,1.034402284286787e-05,1.7028490935983107e-05,4
10832.npy,2.2720588235294117,0.1776280403137207,9.748950188771361e-06,1.6134101184826456e-05,29
10309.npy,2.314516129032258,0.2567877769470215,1.0932480299766354e-05,1.831125825726612e-05,-7
13894.npy,2.3831417624521074,0.20829534530639648,1.0229391047455239e-05,1.770674240914955e-05,15
11727.npy,2.3971119133574006,0.2208871841430664,1.0024385864557692e-05,1.6950604288333872e-05,20
21361.npy,2.61744966442953,0.29439735412597656,1.1074620004358098e-05,1.773431300199949e-05,-4
5381.npy,2.5454545454545454,0.26276588439941406,1.1161827546644394e-05,1.8154939599659135e-05,-9
17578.npy,2.2409638554216866,0.1967911720275879,1.0363347101445324e-05,1.8021159443163105e-05,33
15477.npy,2.395348837209302,0.20155858993530273,9.902252565636346e-06,1.834004815689568e-05,31
14593.npy,2.3916666666666666,0.22056293487548828,1.0815321993006803e-05,1.797278146814386e-05,6
20551.npy,2.581132075471698,0.2702341079711914,1.0638040175781237e-05,1.9595693229060427e-05,21
997.npy,2.3268482490272375,0.20209121704101562,9.729782254449785e-06,1.6092435382281657e-05,-7
23052.npy,2.303249097472924,0.23032665252685547,1.0080371220422686e-05,1.6422639183863576e-05,1
17168.npy,2.6492537313432836,0.21053504943847656,1.0405366056902902e-05,1.6168168575495063e-05,16
12020.npy,2.664451827242525,0.2453160285949707,9.986508835844466e-06,1.598023023346713e-05,-70
16781.npy,2.50381679389313,0.22083663940429688,1.0607562814795401e-05,1.6653658960287166e-05,5
4989.npy,2.3587786259541983,0.2005634307861328,1.0088458455044622e-05,1.4957477954406185e-05,-9
4839.npy,2.6090225563909772,0.28359317779541016,1.0618979350272812e-05,1.6857347765642216e-05,-17
13106.npy,2.5228215767634854,0.23130416870117188,1.103064209299124e-05,1.6924989651104338e-05,2
17017.npy,2.264,0.2057952880859375,1.0281923176060896e-05,1.642682614153771e-05,24
13747.npy,2.055045871559633,0.17064523696899414,1.0271094358412745e-05,1.703229593485594e-05,71
5348.npy,2.2857142857142856,0.19104909896850586,1.0228362490416137e-05,1.8258435535889408e-05,-1
7736.npy,2.298507462686567,0.21429920196533203,9.781919087761291e-06,1.676803241941062e-05,-35
18931.npy,2.168067226890756,0.16477489471435547,9.825212534411614e-06,1.625542662379354e-05,29
4749.npy,2.3717472118959106,0.2489004135131836,1.0157287073796342e-05,1.790283003159825e-05,40
15627.npy,2.5054151624548737,0.2226424217224121,1.0181008237255312e-05,1.6129057436580276e-05,-19
3226.npy,2.5972602739726027,0.25356626510620117,9.89898716884607e-06,1.61748053008997e-05,-50
8329.npy,2.340080971659919,0.21409320831298828,1.0252813005490039e-05,1.852886043617882e-05,22
10252.npy,2.5243445692883895,0.26909685134887695,1.0449028078672045e-05,1.8043576663962458e-05,-9
18971.npy,2.234375,0.1828160285949707,9.726280247221393e-06,1.533485321252496e-05,11
15835.npy,2.3755102040816327,0.19667959213256836,1.0495532333444036e-05,1.7770584798965256e-05,10
9778.npy,2.5757575757575757,0.2592606544494629,1.1051779920855486e-05,1.947238324915662e-05,24
21573.npy,2.5141065830721003,0.22395038604736328,9.54176766407427e-06,1.433432297174473e-05,-55
20224.npy,2.1376146788990824,0.22320842742919922,1.0577108660911627e-05,1.6762512111612654e-05,26
22664.npy,2.3949579831932772,0.22316646575927734,1.1090470455041666e-05,1.9421958612140858e-05,14
8173.npy,2.446280991735537,0.20774507522583008,1.0482230452616702e-05,1.640115232886495e-05,33
3079.npy,2.16600790513834,0.1919260025024414,1.014803949816021e-05,1.8220159886092164e-05,38
21252.npy,2.3805309734513274,0.1887202262878418,1.0338586888872805e-05,1.5893456884254752e-05,4
11246.npy,2.2096069868995634,0.21250391006469727,1.080477624701111e-05,1.8520277999370935e-05,57
11075.npy,2.18796992481203,0.19064807891845703,9.57862671272084e-06,1.59899014326715e-05,8
6681.npy,1.9559471365638768,0.16103649139404297,9.788326155679547e-06,1.711537537703643e-05,30
15797.npy,1.963302752293578,0.12854814529418945,9.452010425873249e-06,1.5341188124964172e-05,72
12219.npy,2.401673640167364,0.2144479751586914,1.0375277297372147e-05,1.6815496585510336e-05,11
10998.npy,2.2406015037593985,0.1969285011291504,9.32959969210758e-06,1.6071920054470933e-05,31
10897.npy,2.3059701492537314,0.1827077865600586,1.0422399626269443e-05,1.5892776925008275e-05,46
5454.npy,2.4269662921348316,0.2507452964782715,1.0418881620985352e-05,1.8362215596768592e-05,32
13305.npy,2.217898832684825,0.21872615814208984,1.034875565189947e-05,1.8570034837095363e-05,48
22464.npy,2.435114503816794,0.2203521728515625,1.034385336996404e-05,1.7532338387166446e-05,27
8910.npy,2.2316602316602316,0.1604323387145996,9.542749130543634e-06,1.578279154770927e-05,2
21135.npy,2.4070796460176993,0.2522296905517578,1.1197474186422476e-05,2.077244031100589e-05,9
23633.npy,2.6119873817034702,0.26428699493408203,1.0338876046116395e-05,1.699140158943508e-05,2
5424.npy,2.3442622950819674,0.21600103378295898,1.0496832030791357e-05,1.788599575191111e-05,11
9280.npy,2.3716216216216215,0.21677780151367188,1.0156865981875073e-05,1.6274927600836146e-05,19
4078.npy,2.3295019157088124,0.18949460983276367,1.0397475918297217e-05,1.6698928909082163e-05,43
16997.npy,2.367816091954023,0.2317333221435547,1.0524299567323855e-05,1.706533812955745e-05,15
3507.npy,2.5058365758754864,0.25736284255981445,1.1272986763382181e-05,1.796684532765276e-05,15
2390.npy,2.84641638225256,0.2839212417602539,1.1370334414151875e-05,1.734582652633996e-05,-43
21821.npy,2.4194756554307117,0.25554990768432617,1.1002072928929967e-05,1.8538255082564457e-05,-8
4733.npy,2.6638655462184873,0.28920555114746094,1.1408271418687952e-05,1.88343131764078e-05,-8
9357.npy,2.4840182648401825,0.22791337966918945,1.1031481475835577e-05,1.8240856642232222e-05,-2
258.npy,1.945945945945946,0.1638178825378418,8.962477727142457e-06,1.573685241676867e-05,77
22392.npy,2.3344709897610922,0.18645620346069336,1.011372230211907e-05,1.5736298898333e-05,16
15739.npy,2.3148936170212764,0.18897676467895508,1.0079611133407634e-05,1.6688502835876805e-05,31
23447.npy,2.1621621621621623,0.15098905563354492,9.635493302217532e-06,1.7861490730941296e-05,37
15790.npy,2.2195121951219514,0.18205881118774414,9.969619518677888e-06,1.712449093965384e-05,46
8753.npy,2.3715415019762847,0.19626283645629883,1.0209144703090542e-05,1.658651091992855e-05,2
6321.npy,2.21455938697318,0.17975950241088867,9.467184953605712e-06,1.4935690765149867e-05,22
13428.npy,2.4315352697095434,0.1930098533630371,1.091112236795421e-05,1.6391195369865298e-05,-11
23131.npy,2.423076923076923,0.2116069793701172,1.0710034005966863e-05,1.686668470587049e-05,-7
15611.npy,1.9755102040816326,0.17733335494995117,9.547436312589548e-06,1.5706394802686598e-05,61
14643.npy,2.3512544802867383,0.2265315055847168,9.595448518399784e-06,1.5971068241065597e-05,20
22371.npy,2.384313725490196,0.2340235710144043,1.0903256034651289e-05,1.8140833467637242e-05,22
10526.npy,2.244131455399061,0.16066408157348633,1.064651079238283e-05,1.7577728266496538e-05,35
21824.npy,2.3873517786561265,0.21314287185668945,1.0600231478361051e-05,1.5894594383358166e-05,-5
19009.npy,2.3692307692307693,0.2096538543701172,1.0354704179766167e-05,1.492407711237282e-05,-9
17634.npy,2.1061224489795918,0.17366266250610352,9.847379440137567e-06,1.6448818355798724e-05,35
11767.npy,2.476923076923077,0.19463872909545898,1.016867579100647e-05,1.545750423229259e-05,-10
6828.npy,2.310077519379845,0.2641606330871582,1.0426249853810162e-05,1.9092809158883637e-05,39
8134.npy,2.738007380073801,0.2823920249938965,1.1052477138723455e-05,1.7489224803094276e-05,-38
8257.npy,2.5791505791505793,0.20044326782226562,1.0640844735313506e-05,1.700874889699999e-05,0
5433.npy,2.4477611940298507,0.23467397689819336,1.053627363868732e-05,1.636802018760908e-05,-15
4213.npy,2.2316602316602316,0.20177507400512695,1.0376187602484591e-05,1.576049258449086e-05,45
22794.npy,2.6202090592334493,0.23604536056518555,1.043894157540517e-05,1.551232384509863e-05,-64
553.npy,2.2602230483271377,0.20255661010742188,9.724609592284862e-06,1.6912528782102625e-05,22
14328.npy,2.5546875,0.22523021697998047,1.0504101616280296e-05,1.596979672646304e-05,-18
11581.npy,2.4625850340136055,0.24468374252319336,1.0215291234340214e-05,1.6832837514785114e-05,21
14705.npy,2.3404255319148937,0.20055103302001953,1.0625382983491658e-05,1.712655764384703e-05,21
4232.npy,2.08,0.16892719268798828,9.453675506121716e-06,1.4861066313890311e-05,47
23688.npy,2.829090909090909,0.2915682792663574,1.1263332017149773e-05,1.6861159961450376e-05,-25
13696.npy,2.4232365145228214,0.21834754943847656,1.0578493261070587e-05,1.7380478106541177e-05,35
4341.npy,2.301158301158301,0.21794414520263672,1.02053102744322e-05,1.691084630677364e-05,36
19831.npy,2.3214285714285716,0.20631027221679688,9.366676957654441e-06,1.4876416211678432e-05,-42
11501.npy,2.445859872611465,0.23265838623046875,1.020905163141484e-05,1.5426359417382627e-05,-3
20427.npy,2.3824701195219125,0.19896459579467773,9.999722042831827e-06,1.6955756860433213e-05,17
11318.npy,2.1481481481481484,0.14980125427246094,9.997274657820268e-06,1.4545141004796688e-05,52
22758.npy,2.300395256916996,0.20111656188964844,1.0200660638510997e-05,1.66139527282764e-05,-17
567.npy,2.4330708661417324,0.1998429298400879,9.922579026031001e-06,1.7274862874480127e-05,21
10991.npy,2.247104247104247,0.19649791717529297,9.925283716832382e-06,1.5797095634273648e-05,34
18651.npy,2.5693430656934306,0.24554681777954102,1.090273105121687e-05,1.8103980823504656e-05,-16
13760.npy,2.371212121212121,0.24017572402954102,1.0599066584367773e-05,1.9015048778285617e-05,24
